IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
ODE,EKOD,DK,ODENSE,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,6.001774,1,999999,10.492330,"GENERAL AVIATION AND MILITARY FUELINGS. HOOKUP FEE 100 DKK/UPLIFT, OVERWING 200 DKK/UPLIF, OVERTIME 500 DKK/HR, REMOTE APRON FEE 1000 DKK/UPLIFT, OUT OF HOURS FEE 1500 DKK/UPLIFT, MINIMUM UPLIFT FEE <200 LTRS 300 DKK/UPLIFT.  PRIVATE/INTERNAL FLIGHTS INCUR MOT. RESELLERS INCUR VAT ON ALL UPLIFTS. NIGHT SERVICE FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPOT OPERATORS.1000 DKK NO FUEL FEE ",No
RKE,EKRK,DK,COPENHAGEN,DCC & SHELL AVIATION DENMARK A/S,12/9/2025,12/15/2025,Corporate,3.701774,1,99999,7.614749,PRIVATE/INTERNAL FLIGHTS INCUR MOT. RESELLERS INCUR VAT ON ALL UPLIFTS. 110 NOK EXTENDED WING SERVICE. 150 NOK INFRASTRUCTURE FEE. ,No
RNN,EKRN,DK,RONNE,DCC & SHELL AVIATION DENMARK A/S,12/9/2025,12/15/2025,Corporate,3.901774,1,999999,7.864749,"400 DKK HOOKUP FEE, 110 DKK EXTENDED WING SERVICE FEE WHEN APPLICABLE. 150 DKK INFRASTRUCTURE FEE. ",No
SGD,EKSB,DK,SONDERBORG,DCC & SHELL AVIATION DENMARK A/S,12/9/2025,12/15/2025,Corporate,3.801774,1,99999,7.739749,PRIVATE/INTERNAL FLIGHTS INCUR MOT. RESELLERS INCUR VAT ON ALL UPLIFTS. EXTENDED WING SERVICE ADDITIONAL 110 DKK. 150 DKK INFRASTRUCTURE FEE ,No
FAE,EKVG,FO,VAGAR - FAROE ISLANDS,DCC & SHELL AVIATION DENMARK A/S,12/9/2025,12/15/2025,Corporate,5.901774,1,999999,5.943963,400 DKK/UPLIFT HOOK UP FEE.110 DKK EXTENDED WING SERVICE. 150 DKK INFRASTRUCTURE FEE ,No
AAL,EKYT,DK,AALBORG,DCC & SHELL AVIATION DENMARK A/S,12/9/2025,12/15/2025,Corporate,3.701774,1,99999,7.851337,"PRIVATE/INTERNAL FLIGHTS INCUR MOT. RESELLERS INCUR VAT ON ALL UPLIFTS. 400 DKK HOOKUP FEE. INFRASTRUCTURE FEE 150.000000 DKK/LIFT. Extended Wing Service 110 DKK. 
Fuel service opening hours at AAL Airport: 
Sunday – Friday: 05.30 – 22.00 
Saturday: 05.30 – 20.00 ",No
LUX,ELLX,LU,LUXEMBOURG,LUXFUEL- Q8,12/1/2025,12/31/2025,Corporate,2.715407,1,99999,5.614993,429.13 EUR/M3 EXCISE TAX APPLIES TO ALL PRIVATE FLIGHTS. OPERATING HOURS: 0530 to 2300 ,Yes
AES,ENAL,NO,ALESUND,SHELL AVIATION,12/1/2025,12/31/2025,Corporate,4.238821,1,99999,7.091836,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. 2250 NOK OVERTIME FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. CALL OUT, DEFUELING, NIGHT SERVICE, MULTI-VEHICLE, EXTENDED WING AND OVERTIME FEES APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED.NO FUEL FEE 950 NOK/UPLIFT.
Call Out Fee: 8500.00 NOK / UPLIFT (service requests outside opening hours)
Service hours (all times are local) Monday - Friday 05:30 - 21:30, Saturday 05:45 - 21:00, Sunday 05:45 - 21:30 ",No
ANX,ENAN,NO,ANDENES,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,5.018821,1,999999,8.066836,"ONLY JP8/F-34 AVAILABLE AT THIS LOCATION.PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8000 NOK CALL-OUT CHARGE. 2500 NOK OVERTIME FEE. 300 NOK MULTI-VEHICLE FEE, EXTENDED WING WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED. ",No
ALF,ENAT,NO,ALTA,AIR BP,12/8/2025,12/14/2025,Corporate,5.301774,1,99999,8.409992,"Excise Duty -Jet, full tax, intoplane, domestic  3.58 NOK/LS. Excise Duty -Jet, tax-reduced, into-plane 1.77 NOK/LS. HOOKUP FEE 100 NOK/UPLIFT MAY APPLY. OVERTIME FEE 500 NOK/HOUR. 1500 NOK/UPLIFT OUT OF HOURS FEE. NO FUEL FEE 1000 NOK/Uplift, OVERWING FEE 200 NOK/Uplift, OVERTIME FEE 500 NOK/HR, REMOTE APRON FEE 1000 NOK/Uplift. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.MINIMUM UPLIFT FEE - LESS THAN 200 LITERS 300 NOK/Uplift ",No
BNN,ENBN,NO,BRONNOYSUND,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,4.931774,1,99999,7.947492,"HOOKUP FEE 100 NOK/UPLIFT.
Out of Hours Fee.2550 NOK/Uplift.Overtime Fee Conditional 1100 NOK/HR.
Sustainable Aviation Fuel Mandate Fee 18.41 USD/BCM.
INFRASTRUCTURE FEE 290 NK/CM ",No
BOO,ENBO,NO,BODO,AIR BP VIA FLYTANKING,12/8/2025,12/14/2025,Corporate,3.162874,1,99999,5.829955,"MAIN APRON FUELINGS. 495 NOK HOOK-UP FEE PER UPLIFT. 3675 NOK/UPLIFT NIGHT SERVICE FEE APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED.  NO FUEL FEE OF 600 NOK/UPLIFT FEE MAY APPLY. 3560 NOK/UPLIFT REMOTE APRON FEE FOR ALL FUELINGS OUTSIDE MAIN APRON. 1035 NOK/HOUR OVERTIME FEES APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED.EXCISE DUTY JET TAX-REDUCED 1.77 NOK/LS. PRICE SUBJECT TO CHANGE AT ANY TIME WITHOUT PRIOR NOTICE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. Excise Duty -Jet, full tax, intoplane,domestic 3.58 NOK/LS ",No
BGO,ENBR,NO,BERGEN,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,3.218821,1,99999,5.816836,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 550  NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8000 NOK CALL-OUT CHARGE. 1500 NOK OVERTIME FEE. 300 NOK MULTI-VEHICLE FEE, EXTENDED WING WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED. ",No
KRS,ENCN,NO,KJEVIK,SHELL AVIATION,12/1/2025,12/31/2025,Corporate,4.308821,1,99999,7.179363,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8500 NOK CALL OUT FEE. 300 NOK MULTIPLE VEHICLE FEE. 1500 NOK OVERTIME CHARGE. ",No
BDU,ENDU,NO,BARDUFOSS,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,4.968821,1,999999,8.004363,"ONLY JP8/F-34 AVAILABLE AT THIS LOCATION.
PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8000 NOK CALL-OUT FEE. 2500 NOK OVERTIME FEE. 300 NOK MULTI-VEHICLE FEE. ",No
EVE,ENEV,NO,EVENES,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,4.468821,1,999999,7.379363,"ONLY JP8/F-34 AVAILABLE AT THIS LOCATION.
PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8000 NOK CALL-OUT FEE. 1500 NOK OVERTIME FEE. ",No
FRO,ENFL,NO,FLORO,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,4.861774,1,99999,7.859992,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 100 NOK HOOKUP FEE. PRIVATE/INTERNAL FLIGHTS INCUR C02. 2550 NOK OUT OF HOURS FEE AND 500 NOK/HR OVERTIME FEE WHEN APPLICABLE. NO FUEL FEE 1000 NOK/UPLIFT.  OVERWING 200 NOK/HR. REMOTE APRON 1000 NOK/UPLIFT. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATOR. INFRASTRUCTURE FEE 290 NOK / CM. MIN UPLIFT FEE FOR GA - LESS THAN 200 LTS IS 300 EUR FOR GA.EXCISE DUTY 1.77 NOK/LS ",No
OSL,ENGM,NO,OSLO GARDEMOEN,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,2.878821,264,264171735,5.463856,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 584 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 341 NOK CALL-OUT CHARGE. 362 NOK MULTI-VEHICLE FEE. ",No
HAU,ENHD,NO,HAUGESUND,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,5.521774,1,999999,8.684992,"GENERAL AVIATION AND MILITARY FUELINGS. 100 NOK HOOKUP FEE. 300 NOK MINIMUM UPLIFT FEE FOR < 200 LTRS. 1000 NOK NO FUEL FEE, 1500 NOK OUT OF HOURS FEE, 200 NOK OVERWING FEE, 500 NOK/HOUR OVERTIME FEE AND 1000 NOK REMOTE APRON FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. INFRASTRUCTURE FEE 290 NOK/CM.EXCISE DUTY 1.77 NOK/LTS ",No
KSU,ENKB,NO,KRISTIANSUND,DCC & SHELL AVIATION DENMARK A/S,12/1/2025,12/31/2025,Corporate,4.418821,1,99999,7.316863,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8500 NOK CALLOUT FEE. MULTI VEHICLE FEE 300 NOK/UPLIFT. 1500 NOK OVERTIME FEE. ",No
KKN,ENKR,NO,KIRKENES,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,5.111774,1,999999,8.172492,"GENERAL AVIATION AND MILITARY FUELINGS. PRIVATE/INTERNAL FLIGHTS INCUR C02. 100 NOK HOOKUP FEE, 300 NOK MINIMUM UPLIFT FEE < 200 LTRS, 1000 NOK NO FUEL FEE, 1500 NOK OUT OF HOURS FEE, 200 NOK OVERWING FEE, 500 NOK OVERTIME FEE, 1000 NOK REMOTE APRON FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPOT OPERATORS. EXCISE DUTY APPLIES ON DOMESTIC FLIGHTS ONLY. VAT MAY BE EXEMPTED ON INTERNATIONAL AIRLINES WITH A SIGNED CUSTOMER DECLARATION FORM.EXCISE TAX 1.77 NOL/LTS ",No
MOL,ENML,NO,MOLDE,SHELL AVIATION,12/1/2025,12/31/2025,Corporate,4.398821,1,99999,7.291863,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 980 NOK HOOK-UP FEE. NO FUEL FEE 980 NOK/UPLIFT. SMALL UPLIFT 350 NOK/FLIGHT
MULTI VEHICLE FEE  300.000000 NOK/LIFT 
CALL OUT CHARGE  8500.000000 NOK/LIFT  
OVERTIME SURCHARGE FEE  1500.000000 NOK/LIFT ",No
LKL,ENNA,NO,LAKSELV,AIRPORT AUTHORITY,12/1/2025,12/31/2025,Corporate,7.248821,1,999999,10.843801,"GENERAL AVIATION AND MILITARY FUELINGS. PRIVATE/INTERNAL FLIGHTS INCUR DUTIES AND C02. 100 NOK HOOKUP FEE. 300 NOK MINIMUM UPLIFT FEE FOR < 200 LTRS. 1000 OK NO FUEL FEE. 1500 NOK OUT OF HOURS FEE, 200 NOK OVERWING FEE, 500 NOK OVERTIME FEE, 1000 NOK REMOTE APRON FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. ",No
NTB,ENNO,NO,NOTODDEN,NOTODDEN LUFTHAVN,12/1/2025,12/31/2025,Corporate,4.915618,1,99999,7.818755,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRIVATE/INTERNAL FLIGHTS INCUR C02. ,No
OLA,ENOL,NO,ORLAND,AIR BP,12/1/2025,12/31/2025,Corporate,5.378821,1,99999,8.506301,"THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.

HOOK-UP FEE 100 NOK/UPLIFT. 300 NOK/UPLIFT FEE FOR MINIMUM UPLIFT - LESS THAN 200 LTRS. NO FUEL FEE - 1000 NOK/UPLIFT. OUT OF HOURS FEE 1500 NOK/UPLIFT. OVER-WING FEE OF 200 NOK/UPLIFT. OVERTIME FEE 500 NOK/UPLIFT. REMOTE APRON FEE 1000 NOK/UPLIFT. ",No
HOV,ENOV,NO,ORSTA VOLDA,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,4.861774,1,999999,7.995694,"OVERTIME FEE: 500 NOK/HR
HOOK-UP FEE: 100 NOK/UPLIFT
OUT OF HOURS: 1500 NOK/UPLIFT
EXCISE DUTY - JET, TAX-REDUCED, INTO-PLANE: NOK / LS
MINIMUM UPLIFT-LESS THAN 200 LITRES: 300 NOK/UPLIFT
NO FUEL FEE: 1000 NOK/UPLIFT
OVER-WING FEE: 200 NOK/UPLIFT
REMOTE APRON FEE: 1000 NOK/UPLIFT ",No
LYR,ENSB,NO,SVALBARD,AVINOR,7/1/2025,12/31/2025,Corporate,5.443450,1,99999,8.478545,"HOOK-UP FEE 980 NOK. FUEL CARDS NOT ACCEPTED, FUEL RELEASE REQUIRED.
PRICING SUBJECT TO CHANGE AT ANY TIME ",No
SOG,ENSG,NO,SOGNDAL,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,5.431774,1,999999,8.572871,"GENERAL AVIATION AND MILITARY FUELINGS. 
PRIVATE/INTERNAL FLIGHTS INCUR C02. 100 NOK HOOKUP FEE. 300 NOK MINIMUM UPLIFT FEE < 200 LTRS. 1000 NOK NO FUEL FEE, 1500 NOK OUT OF HOURS FEE, 200 NOK OVERWING FEE, 500 NOK/HOUR OVERTIME FEE, 1000 NOK REMOTE APRON FEE MAY APPLY. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS.Infrastructure Fee 290 NOK/CM ",No
SKE,ENSN,NO,SKIEN,AIR BP,12/1/2025,12/31/2025,Corporate,6.340000,1,999999,9.599232,"Excise Duty - Jet, full tax, into-plane, domestic  1.30 USD/USG. 
Excise Duty - Jet, tax-reduced, into-plane 0.64 USD/USG. ",No
SRP,ENSO,NO,STORD,STORD AIPORT,11/28/2025,12/31/2025,Corporate,5.855233,1,99999,9.019011, ,No
SSJ,ENST,NO,SANDNESSJOEN,AIRPORT AUTHORITY,12/8/2025,12/14/2025,Corporate,5.131774,1,99999,8.197492,"THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.
HOOKUP FEE 100 NOK/UPLIFT. MINIMUM UPLIFT - LESS THAN 200 LTRS 300 NOK/UPLIFT. NO FUEL FEE 1000 NOK/UPLIFT. OUT OF HOURS 1500 NOK/UPLIFT. OVER-WING FEE 200 NOK/UPLLIFT. OVERTIME FEE 500 NOK/UPLIFT. REMOTE APRON FEE 1000 NOK/UPLIFT.INFRASTRUCTURE FEE 290 NOK/CM ",No
TOS,ENTC,NO,TROMSO,TROMSO FLYBUNKRING,12/8/2025,12/14/2025,Corporate,3.051774,1,99999,5.667683,GENERAL AVIATION AND MILITARY FUELINGS. PRIVATE/INTERNAL FLIGHTS INCUR C02. 439 NOK HOOK-UP FEE. 350 NOK/UPLIFT REMOTE APRON FEE. 600 NOK/UPLIFT NO FUEL FEE. 2520 NOK/UPLIFT OUT OF HOURS FEE APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED. 1035 NOK/HOUR OVERTIME FEES APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED. ,No
TRF,ENTO,NO,TORP,BERG FLYTANKING - GA,12/8/2025,12/14/2025,Corporate,3.151774,1,99999,5.783324,GENERAL AVIATION AND MILITARY FUELINGS. PRIVATE/INTERNAL FLIGHTS INCUR C02. 3025 NOK/UPLIFT OUT OF HOURS FEE APPLY WHEN APPLICABLE AND ARE PASSED THROUGH AS INCURRED. HOOKUP FEE 492 NOK/UPLIFT. REMOTE APRON FEE 200 NOK/UPLIFT. ,Yes
TRD,ENVA,NO,TRONDHEIM,AVIATION FUELLING SERVICES NORWAY AS,12/1/2025,12/31/2025,Corporate,3.218821,1,999999,5.816863,"PRIVATE/INTERNAL FLIGHTS INCUR C02. 510 NOK HOOK-UP FEE. UPLIFTS UNDER 1,000 LITERS INCUR 350 NOK LOW UPLIFT FEE. 8000 NOK CALL-OUT FEE. 1500 NOK OVERTIME FEE. 350 NOK MULTI-VEHICLE FEE. ",No
SVG,ENZV,NO,STAVANGER,SOLA FLYBUNKRING,12/8/2025,12/14/2025,Corporate,3.041774,1,99999,5.584992,GENERAL AVIATION AND MILITARY FUELINGS. 612  NOK HOOKUP FEE PER UPLIFT. PRIVATE/INTERNAL FLIGHTS INCUR C02. 600 NOK NO FUEL FEE. 7035 NOK OUT OF HOURS FEE. 1035 NOK/HOUR OVERTIME FEE.REMOTE APRON FEE 350 NOK/UPLIFT. ,No
WA1,EPBC,PL,WARSAW,PETROLOT- GA TERMINAL,12/9/2025,12/15/2025,Corporate,3.657827,1,99999,6.586626,"GENERAL AVIATION FUELINGS.  VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. UPLIFT BELOW 1000 LITRES: USD 45,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE. ",Yes
BZG,EPBY,PL,BYGDOSZCZ,PETROLOT,12/9/2025,12/15/2025,Corporate,2.976453,1,99999,5.749816,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. $50 LOW UPLIFT FEE FOR Uplift below 1 000 litres: Aircraft Refuelling off-working business hours: USD 160,00 net per service . ",Yes
GDN,EPGD,PL,GDANSK,PETROLOT,12/9/2025,12/15/2025,Corporate,2.730401,1,99999,5.696220,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC.  UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE.AIRCRAFT DEFUELLING $600.00 PER SERVICE. ",Yes
KRK,EPKK,PL,KRAKOW,PETROLOT,12/9/2025,12/15/2025,Corporate,2.809895,1,99999,5.733407,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. 
EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED.
GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. 
UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE.
AIRCRAFT DEFUELLING $330.00 PER SERVICE. ",Yes
KTW,EPKT,PL,KATOWICE,PETROLOT,12/9/2025,12/15/2025,Corporate,2.862890,1,99999,5.824208,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC.  UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE.AIRCRAFT DEFUELLING $600.00 PER SERVICE. ",Yes
LCJ,EPLL,PL,LODZ,PETROLOT,12/9/2025,12/15/2025,Corporate,2.855320,1,99999,5.602103,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE. ",Yes
LES,EPLS,PL,Leszno,Lotnisko Leszno Sp. z o.o,9/23/2025,12/31/2025,Corporate,6.135468,1,999999,7.546626, ,No
WMI,EPMO,PL,WARSAW - MODLIN,PETROLOT,12/9/2025,12/15/2025,Corporate,2.749328,1,99999,5.639314,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. $50 LOW UPLIFT FEE FOR < 1,000 LTRS. $160 AIRCRAFT REFUELLING OFF-WORKING HOURS PER SERVICE. ",Yes
POZ,EPPO,PL,POZNAN,PETROLOT,12/9/2025,12/15/2025,Corporate,2.817465,1,99999,5.742719,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC.  UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE. ",Yes
RDO,EPRA,PL,RADOM,ORLEN,12/9/2025,12/15/2025,Corporate,2.980238,1,99999,3.726352,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC.  UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE.

fuel on all ramps 
Notification time before scheduled refueling: 4 hours 
Work hours: 06:00 - 22:00 ",No
SZZ,EPSC,PL,SZCZEIN,PETROLOT,12/9/2025,12/15/2025,Corporate,3.071088,1,99999,5.864169,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC. UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. Aircraft Refuelling off-working business hours: USD 160,00 net per service. ",Yes
SZY,EPSY,PL,SZCZYTNO,EURO JET VIA BP,10/1/2025,12/31/2025,Corporate,CALL,1,999999,CALL, ,No
WAW,EPWA,PL,WARSAW,ORLEN,12/9/2025,12/15/2025,Corporate,2.756899,1,99999,5.706075,"PRICING INCLUSIVE OF TAXES AND FEES KNOWN TO APPLY. VAT EXEMPT WITH VALID AOC. EXCISE TAX AND FUEL TAX EXEMPT WHEN DECLARATION ON DELIVERY DOCUMENT IS SIGNED. GERMAN OPERATORS MUST BE ON GERMAN MINISTRY OF FINANCE LIST FOR VAT EXEMPTION WITH A VALID AOC.  UPLIFT BELOW 1000 LITRES: USD 50,00 NET PER SERVICE. AIRCRAFT REFUELLING OFF-WORKING BUSINESS HOURS: USD 160,00 NET PER SERVICE.AIRCRAFT DEFUELLING $600.00 PER SERVICE. ",No
RNB,ESDF,SE,RONNEBY,AIR BP,12/8/2025,12/14/2025,Corporate,6.081774,1,99999,6.371764,"THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.CO2 TAX 2.811 SEK/LS

100 SEK/UPLIFT HOOKUP FEE.MINIMM UPLIFT LESS THAN 100-LTRS 300 SEK/UPLIFT. NO FUEL FEE 1000 SEK/UPLIFT. OVER-WING FEE 200 SEK/UPLIFT. REMOTE APRON FEE 1000 SEK/UPLIFT. SAF COMPLIANCE PREMIUM 108.22 USD/KLT. ",No
